PubmedID,Title,Publication Date,Non-academic Author(s),Company Affiliation(s),Corresponding Author Email
36969063,"Therapeutic drug monitoring guided dosing versus standard dosing of alectinib in advanced ALK positive non-small cell lung cancer patients: Study protocol for an international, multicenter phase IV randomized controlled trial (ADAPT ALEC).",2023,"Meertens, Marinda; Ter Heine, Rob; Touw, Daan J; van Boven, Job F M; Croes, Sander; Huitema, Alwin D R; Steeghs, Neeltje","Department of Pharmacy and Pharmacology, Netherlands Cancer Institute, Amsterdam, Netherlands.; Department of Pharmacy, Radboud Institute for Health Sciences, Radboud University Medical Center Nijmegen, Nijmegen, Netherlands.; Department of Clinical Pharmacy and Pharmacology, University Medical Center Groningen, University of Groningen, Groningen, Netherlands.; Department of Clinical Pharmacy and Pharmacology, University Medical Center Groningen, University of Groningen, Groningen, Netherlands.; Department of Clinical Pharmacy and Toxicology, Maastricht University Medical Center, CARIM School for Cardiovascular disease, Maastricht, Netherlands.; Department of Pharmacy and Pharmacology, Netherlands Cancer Institute, Amsterdam, Netherlands.; Department of Clinical Pharmacology, Division of Medical Oncology, The Netherlands Cancer Institute, Antoni van Leeuwenhoek Hospital, Amsterdam, Netherlands.",None
36963241,Biomarkers of response to immunotherapy in early stage non-small cell lung cancer.,2023,"Roulleaux Dugage, Matthieu; Albarrán-Artahona, Víctor; Chaput, Nathalie; Mezquita, Laura","Department of Oncology, Hôpital Européen Georges Pompidou, AP-HP, Université Paris Cité, Paris, France; Laboratoire D'Immunomonitoring en Oncologie, INSERM US23, CNRS UMS 3655, Gustave Roussy, Villejuif, Île-de-France, France.; Medical Oncology Department, Hospital Clinic de Barcelona, Spain; Laboratory of Translational Genomics and Targeted Therapies in Solid Tumors, IDIBAPS, Barcelona, Spain.; Laboratoire D'Immunomonitoring en Oncologie, INSERM US23, CNRS UMS 3655, Gustave Roussy, Villejuif, Île-de-France, France.; Medical Oncology Department, Hospital Clinic de Barcelona, Spain; Laboratory of Translational Genomics and Targeted Therapies in Solid Tumors, IDIBAPS, Barcelona, Spain; Department of Medicine, University of Barcelona, Barcelona, Spain.",edouard.auclin@aphp.fr.
36961477,Supporting Biomarker-Driven Therapies in Oncology: A Genomic Testing Cost Calculator.,2023/May/08,"Cuffel, Brian; Paracha, Noman; Vail, Eric; Goodman, Clifford; Sullivan, Sean D","Bayer Pharmaceuticals, Basel, Switzerland.; Bayer Pharmaceuticals, Basel, Switzerland.; Department of Pathology and Laboratory Medicine, Cedars Sinai Medical Center, Los Angeles, CA, USA.; The Lewin Group, Inc., Falls Church, VA, USA.; CHOICE Institute, Department of Pharmacy, School of Pharmacy, University of Washington, Seattle, WA, USA.",None
36958133,Next-generation sequencing of non-small cell lung cancer at a Quebec health care cancer centre.,2023,"Sorin, Mark; Huynh, Caroline; Witkowski, Leora; Zogopoulos, George; Wang, Yifan; Wang, Hangjun; Spicer, Jonathan; Walsh, Logan A; Rayes, Roni; Rouleau, Guy; Spatz, Alan; Corredor, Andrea Liliam Gomez","Rosalind and Morris Goodman Cancer Research Institute, McGill University, Canada; Department of Human Genetics, McGill University, Canada.; Rosalind and Morris Goodman Cancer Research Institute, McGill University, Canada.; Department of Human Genetics, McGill University, Canada; Core Molecular Diagnostic Laboratory, McGill University Health Centre, Canada.; Rosalind and Morris Goodman Cancer Research Institute, McGill University, Canada; Department of Surgery, McGill University, Canada.; Rosalind and Morris Goodman Cancer Research Institute, McGill University, Canada; Department of Surgery, McGill University, Canada.; McGill University Optilab Network, Canada.; Rosalind and Morris Goodman Cancer Research Institute, McGill University, Canada; Department of Surgery, McGill University, Canada.; Rosalind and Morris Goodman Cancer Research Institute, McGill University, Canada; Department of Human Genetics, McGill University, Canada.; Rosalind and Morris Goodman Cancer Research Institute, McGill University, Canada.; Department of Human Genetics, McGill University, Canada; Core Molecular Diagnostic Laboratory, McGill University Health Centre, Canada; McGill University Optilab Network, Canada.; McGill University Optilab Network, Canada.; Department of Pathology, McGill University Health Centre, Glen Site, 1001 Boulevard Décarie, Montreal, QC H4A 3J1, Canada; Core Molecular Diagnostic Laboratory, McGill University Health Centre, Canada; McGill University Optilab Network, Canada.",pierre.o.fiset@mcgill.ca.
36947997,Cost-effectiveness analysis of adjuvant atezolizumab in stage II-IIIA non-small cell lung cancer expressing ≥50% PD-L1: A United Kingdom health care perspective.,2023,"Yip, Chui-Ying; Abogunrin, Seye; Belleli, Rossella; Di Maio, Danilo; Rouse, Peter; Jovanoski, Nick","Roche Products Ltd, Welwyn Garden City, United Kingdom. Electronic address: chui-ying.yip@roche.com.; F. Hoffmann-La Roche Ltd, Basel, Switzerland.; F. Hoffmann-La Roche Ltd, Basel, Switzerland.; F. Hoffmann-La Roche Ltd, Basel, Switzerland.; Roche Products Ltd, Welwyn Garden City, United Kingdom.; F. Hoffmann-La Roche Ltd, Basel, Switzerland.",chui-ying.yip@roche.com.
36947734,Initial Evidence for the Efficacy of Naporafenib in Combination With Trametinib in ,2023/May/10,"Rutkowski, Piotr; McKean, Meredith; Gaur, Anil; Evans, Helen; Basu, Sumit","Maria Sklodowska-Curie National Research Institute of Oncology, Warsaw, Poland.; Sarah Cannon Research Institute at Tennessee Oncology, Nashville, TN.; Novartis Healthcare Private Limited, Hyderabad, India.; Novartis Pharma AG, Basel, Switzerland.; Novartis Pharmaceuticals Corporation, East Hanover, NJ.",None
36944282,Use of radiation therapy among patients with Extensive-stage Small-cell lung cancer receiving Immunotherapy: Canadian consensus recommendations.,2023,"Sun, Alexander; Greenland, Jonathan; Liu, Geoffrey","Princess Margaret Cancer Centre, 700 University Avenue, Toronto, ON M5G 1Z5, Canada. Electronic address: alex.sun@rmp.uhn.ca.; Eastern Health, 300 Prince Philip Drive, St. John's, NL A1B 3V6, Canada. Electronic address: jonathan.greenland@easternhealth.ca.; Princess Margaret Cancer Centre, University Health Network, 610 University Avenue, Toronto, ON M5G 2M9, Canada. Electronic address: geoffrey.liu@uhn.ca.",geoffrey.liu@uhn.ca.
36940614,"Anti-angiogenic agents for NSCLC following first-line immunotherapy: Rationale, recent updates, and future perspectives.",2023,"Kaiser, Rolf","Boehringer Ingelheim International GmbH, Ingelheim am Rhein, Germany; Institute of Pharmacology, Johannes Gutenberg-University Mainz, Mainz, Germany.",dr.martin.reck@web.de.
36929402,"Trends in Survival Rates of Non-Small Cell Lung Cancer With Use of Molecular Testing and Targeted Therapy in Korea, 2010-2020.",2023/Mar/01,"Kim, Kyunga","Biomedical Statistics Center, Research Institute for Future Medicine, Samsung Medical Center, Seoul, Republic of Korea.",None
36927889,Predicting EGFR mutational status from pathology images using a real-world dataset.,2023/Mar/16,"Pao, James J; Biggs, Mikayla; Duncan, Daniel; Lin, Douglas I; Davis, Richard; Huang, Richard S P; Ferguson, Donna; Janovitz, Tyler; Hiemenz, Matthew C; Eddy, Nathanial R; Lehnert, Erik; Cabili, Moran N; Frampton, Garrett M; Hegde, Priti S; Albacker, Lee A","Foundation Medicine Inc., 150 Second Street, Cambridge, MA, USA.; Foundation Medicine Inc., 150 Second Street, Cambridge, MA, USA.; Foundation Medicine Inc., 150 Second Street, Cambridge, MA, USA.; Foundation Medicine Inc., 150 Second Street, Cambridge, MA, USA.; Foundation Medicine Inc., 150 Second Street, Cambridge, MA, USA.; Foundation Medicine Inc., 150 Second Street, Cambridge, MA, USA.; Foundation Medicine Inc., 150 Second Street, Cambridge, MA, USA.; Foundation Medicine Inc., 150 Second Street, Cambridge, MA, USA.; Foundation Medicine Inc., 150 Second Street, Cambridge, MA, USA.; Foundation Medicine Inc., 150 Second Street, Cambridge, MA, USA.; Foundation Medicine Inc., 150 Second Street, Cambridge, MA, USA.; Foundation Medicine Inc., 150 Second Street, Cambridge, MA, USA.; Foundation Medicine Inc., 150 Second Street, Cambridge, MA, USA.; Foundation Medicine Inc., 150 Second Street, Cambridge, MA, USA.; Foundation Medicine Inc., 150 Second Street, Cambridge, MA, USA. lalbacker@foundationmedicine.com.",lalbacker@foundationmedicine.com.
36925916,Baseline risk factors associated with immune related adverse events and atezolizumab.,2023,"Maiya, Vidya","Product Development (PD), Genentech, Inc., South San Francisco, CA, United States.",None
36922348,Differential Chemoproteomics Reveals MARK2/3 as Cell Migration-Relevant Targets of the ALK Inhibitor Brigatinib.,2023/Jun/01,"Hu, Qianqian; Liao, Yi; Cao, Jessica; Fang, Bin; Yun, Sang Y; Kinose, Fumi; Haura, Eric B; Lawrence, Harshani R; Rix, Uwe","Department of Drug Discovery, H. Lee Moffitt Cancer Center and Research Institute, Tampa, Florida, 33612, USA.; Department of Drug Discovery, H. Lee Moffitt Cancer Center and Research Institute, Tampa, Florida, 33612, USA.; Department of Drug Discovery, H. Lee Moffitt Cancer Center and Research Institute, Tampa, Florida, 33612, USA.; Proteomics and Metabolomics Core, H. Lee Moffitt Cancer Center and Research Institute, Tampa, Florida, 33612, USA.; Chemical Biology Core (Chemistry Unit), H. Lee Moffitt Cancer Center and Research Institute, Tampa, Florida, 33612, USA.; Department of Thoracic Oncology, H. Lee Moffitt Cancer Center and Research Institute, Tampa, Florida, 33612, USA.; Department of Thoracic Oncology, H. Lee Moffitt Cancer Center and Research Institute, Tampa, Florida, 33612, USA.; Chemical Biology Core (Chemistry Unit), H. Lee Moffitt Cancer Center and Research Institute, Tampa, Florida, 33612, USA.; Department of Drug Discovery, H. Lee Moffitt Cancer Center and Research Institute, Tampa, Florida, 33612, USA.",None
36900371,"Treatment Patterns, Testing Practices, and Outcomes in Patients with ",2023/Mar/03,"Pluzanski, Adam; Samborska, Agnieszka; Krzakowski, Maciej","Lung Cancer and Chest Tumors Department, Maria Sklodowska-Curie National Research Institute of Oncology, 02-781 Warsaw, Poland.; AstraZeneca Pharma Poland Sp.zo.o., 02-676 Warsaw, Poland.; Lung Cancer and Chest Tumors Department, Maria Sklodowska-Curie National Research Institute of Oncology, 02-781 Warsaw, Poland.",None
36872130,"Oncogene-addicted metastatic non-small-cell lung cancer: ESMO Clinical Practice Guideline for diagnosis, treatment and follow-up.",2023,"Mok, T S","Department of Clinical Oncology, The Chinese University of Hong Kong, Prince of Wales Hospital, Hong Kong, China.",None
36866788,Exploratory analysis of immunochemotherapy compared to chemotherapy after EGFR-TKI in non-small cell lung cancer patients with EGFR mutation: A multicenter retrospective study.,2023,"Kobe, Hiroshi; Yokoyama, Toshihide","Department of Respiratory Medicine, Ohara Healthcare Foundation, Kurashiki Central Hospital, Okayama, Japan.; Department of Respiratory Medicine, Ohara Healthcare Foundation, Kurashiki Central Hospital, Okayama, Japan.",None
36866462,Variable Landscape of PD-L1 Expression in Breast Carcinoma as Detected by the DAKO 22C3 Immunohistochemistry Assay.,2023/Apr/06,"Danziger, Natalie; Sokol, Ethan S; Graf, Ryon P; Hiemenz, Matthew C; Maule, Jake; Parimi, Vamsi; Ross, Jeffrey S; Huang, Richard S P","Foundation Medicine, Inc., Cambridge, MA, USA.; Foundation Medicine, Inc., Cambridge, MA, USA.; Foundation Medicine, Inc., Cambridge, MA, USA.; Foundation Medicine, Inc., Cambridge, MA, USA.; Foundation Medicine, Inc., Cambridge, MA, USA.; Foundation Medicine, Inc., Cambridge, MA, USA.; Foundation Medicine, Inc., Cambridge, MA, USA.; Foundation Medicine, Inc., Cambridge, MA, USA.",None
36863067,Budget Impact Analysis of Comprehensive Genomic Profiling in Advanced Non-Small Cell Lung Cancer in Taiwan.,2023,"Tsai, Yi-Ling","Department of Biomedical Science, Chang Gung University, TaoYuan, Taiwan; Roche Product, Inc, Taipei, Taiwan.",cjchang@mail.cgu.edu.tw.
36852704,Dynamic changes in circulating tumor DNA assessed by shallow whole-genome sequencing associate with clinical efficacy of checkpoint inhibitors in NSCLC.,2023,"Vivancos, Ana; Sansó, Miriam","Cancer Genomics Laboratory, Vall d'Hebron Institut d'Oncologia (VHIO), Barcelona, Spain.; Balearic Islands Health Research Institute (IdISBa), Palma de Mallorca, Spain.",None
36842467,MRTX-500 Phase 2 Trial: Sitravatinib With Nivolumab in Patients With Nonsquamous NSCLC Progressing On or After Checkpoint Inhibitor Therapy or Chemotherapy.,2023,"Berz, David; Waterhouse, David M; Olson, Peter; Latven, Lisa; Yan, Xiaohong; Shazer, Ronald","Department of Cellular Therapeutics, Beverly Hills Cancer Center, Beverly Hills, California; Current Affiliation: Valkyrie Clinical Trials, Los Angeles, California.; US Oncology Network, The Woodlands, Texas; Department of Clinical Research, Oncology Hematology Care, Cincinnati, Ohio; Current affiliation: Dana-Farber/Brigham and Women's Cancer Center at Milford Regional Medical Center, Milford, Massachusetts.; Mirati Therapeutics, Inc., San Diego, California.; Mirati Therapeutics, Inc., San Diego, California.; Mirati Therapeutics, Inc., San Diego, California.; Mirati Therapeutics, Inc., San Diego, California.",kai.he@osumc.edu.
36841727,A Multicenter Retrospective Chart Review of Clinical Outcomes Among Patients With KRAS G12C Mutant Non-Small Cell Lung Cancer.,2023,"Sacher, Adrian","Princess Margaret Cancer Centre, Toronto, Ontario, Canada.",wade.t.iams@vumc.org.
36831447,"Upfront Advanced Radiotherapy and New Drugs for NSCLC Patients with Synchronous Brain Metastases: Is the Juice Worth the Squeeze? A Real-World Analysis from Lombardy, Italy.",2023/Feb/09,"Franchi, Matteo","National Centre for Healthcare Research and Pharmacoepidemiology, University of Milano-Bicocca, 20126 Milan, Italy.",None
36826141,Cost Savings of Expedited Care with Upfront Next-Generation Sequencing Testing versus Single-Gene Testing among Patients with Metastatic Non-Small Cell Lung Cancer Based on Current Canadian Practices.,2023/Feb/15,"Eaton, Kiefer; Emond, Bruno; Lafeuille, Marie-Hélène; Hilts, Annalise; Lefebvre, Patrick; Morrison, Laura; Stevens, Andrea L; Ewara, Emmanuel M","Janssen, Inc., Toronto, ON M3C 1L9, Canada.; Analysis Group, Inc., Montréal, QC H3B 0G7, Canada.; Analysis Group, Inc., Montréal, QC H3B 0G7, Canada.; Analysis Group, Inc., Montréal, QC H3B 0G7, Canada.; Analysis Group, Inc., Montréal, QC H3B 0G7, Canada.; Analysis Group, Inc., Montréal, QC H3B 0G7, Canada.; Janssen Global Services, Inc., Raritan, NJ 08869, USA.; Janssen, Inc., Toronto, ON M3C 1L9, Canada.",None
36823150,Erlotinib versus gemcitabine plus cisplatin as neoadjuvant treatment of stage IIIA-N2 EGFR-mutant non-small-cell lung cancer: final overall survival analysis of the EMERGING-CTONG 1103 randomised phase II trial.,2023/Feb/24,"Zhong, Wen-Zhao; Yan, Hong-Hong; Yang, Xue-Ning; Qiao, Gui-Bin; Cheng, Ying; Liao, Ri-Qiang; Yang, Jin-Ji; Zhang, Xu-Chao; Liu, Si-Yang; Zhou, Qing; Wu, Yi-Long","Guangdong Provincial People's Hospital, Guangdong Academy of Medical Sciences, 510080, Guangzhou, China.; Guangdong Provincial People's Hospital, Guangdong Academy of Medical Sciences, 510080, Guangzhou, China.; Guangdong Provincial People's Hospital, Guangdong Academy of Medical Sciences, 510080, Guangzhou, China.; Guangdong Provincial People's Hospital, Guangdong Academy of Medical Sciences, 510080, Guangzhou, China.; Jilin Provincial Tumor Hospital, 130012, Changchun, China.; Guangdong Provincial People's Hospital, Guangdong Academy of Medical Sciences, 510080, Guangzhou, China.; Guangdong Provincial People's Hospital, Guangdong Academy of Medical Sciences, 510080, Guangzhou, China.; Guangdong Provincial People's Hospital, Guangdong Academy of Medical Sciences, 510080, Guangzhou, China.; Guangdong Provincial People's Hospital, Guangdong Academy of Medical Sciences, 510080, Guangzhou, China.; Guangdong Provincial People's Hospital, Guangdong Academy of Medical Sciences, 510080, Guangzhou, China.; Guangdong Provincial People's Hospital, Guangdong Academy of Medical Sciences, 510080, Guangzhou, China. syylwu@live.cn.",syylwu@live.cn.
36822668,Predictive biomarkers for PD-1/PD-L1 checkpoint inhibitor response in NSCLC: an analysis of clinical trial and real-world data.,2023,"Dejardin, David; Rossmann, Eva; Charo, Jehad","Department of Biostatistics, F Hoffmann-La Roche Ltd, Basel, Switzerland.; Roche Innovation Center Basel, F Hoffmann-La Roche Ltd, Basel, Switzerland.; Roche Innovation Center Zurich, F Hoffmann-La Roche Ltd, Schlieren, Switzerland jehad.charo@roche.com.",jehad.charo@roche.com.
36821595,RET Fusion-Positive Non-small Cell Lung Cancer: The Evolving Treatment Landscape.,2023/May/08,"Tamma, Antonella; Puri, Tarun","Medical Oncology, Eli Lilly and Company, Indianapolis, IN, USA.; Medical Oncology, Eli Lilly and Company, Indianapolis, IN, USA.",None
36809334,The role of macrophages in non-small cell lung cancer and advancements in 3D co-cultures.,2023/Feb/21,"Clevers, Hans","Roche Pharma Research and early Development, Basel, Switzerland.",None
36808075,SAFFRON-103: a phase 1b study of the safety and efficacy of sitravatinib combined with tislelizumab in patients with locally advanced or metastatic non-small cell lung cancer.,2023,"Zhao, Jun; Zhou, Qing; Li, Hui; Zhang, Juan; Peng, Yanyan; Wu, Yi-Long","Key Laboratory of Carcinogenesis and Translational Research (Ministry of Education/Beijing), Department of Thoracic Oncology, Peking University Cancer Hospital and Institute, Beijing, China.; Guangdong Lung Cancer Institute, Guangdong Provincial People's Hospital, Guangdong Academy of Medical Sciences, Guangzhou, China.; BeiGene (Shanghai) Co., Ltd, Shanghai, China.; BeiGene (Beijing) Co., Ltd, Beijing, China.; BeiGene (Shanghai) Co., Ltd, Shanghai, China.; Guangdong Lung Cancer Institute, Guangdong Provincial People's Hospital, Guangdong Academy of Medical Sciences, Guangzhou, China syylwu@live.cn.",syylwu@live.cn.
36806897,Systemic treatment and radiotherapy for patients with non-small cell lung cancer (NSCLC) and HIV infection - A systematic review.,2023,"Giaj-Levra, Niccolò","Advanced Radiation Oncology Department, IRCCS Sacro Cuore Don Calabria Hospital, Via Don A.Sempreboni, 37124 Negrar di Valpolicella, Italy. Electronic address: niccolo.giajlevra@sacrocuore.it.",niccolo.giajlevra@sacrocuore.it.
36804711,The Association of Improved Overall Survival with NSAIDs in Non-Small Cell Lung Cancer Patients Receiving Immune Checkpoint Inhibitors.,2023,"Sukhatme, Vidula","Morningside Center for Innovative and Affordable Medicine, Emory University, Atlanta, GA; GlobalCures, Inc, Newton, MA.",Nikhil.Sebastian@emory.edu.
36804313,Neoadjuvant immune-checkpoint inhibitors in lung cancer - a primer for radiologists.,2023,"Kifjak, Daria; Hochmair, Maximilian J; Krenbek, Dagmar; Milos, Ruxandra-Iulia; Heidinger, Benedikt H; Prayer, Florian; Röhrich, Sebastian; Watzenboeck, Martin L; Klikovits, Thomas; Aigner, Clemens; Prosch, Helmut; Beer, Lucian","Department of Biomedical Imaging and Image-Guided Therapy, Medical University of Vienna, Vienna, Austria; Christian Doppler Laboratory for Machine Learning Driven Precision Imaging, Medical University of Vienna, Vienna, Austria; Department of Radiology, UMass Memorial Medical Center and University of Massachusetts Chan Medical School, Worcester, MA, USA.; Karl Landsteiner Institute of Lung Research and Pulmonary Oncology, Klinik Floridsdorf, Vienna, Austria; Department of Respiratory and Critical Care Medicine, Klinik Floridsdorf, Vienna Healthcare Group, Vienna, Austria.; Department of Pathology, Klinik Floridsdorf, Vienna Healthcare Group, Vienna, Austria.; Department of Biomedical Imaging and Image-Guided Therapy, Medical University of Vienna, Vienna, Austria; Christian Doppler Laboratory for Machine Learning Driven Precision Imaging, Medical University of Vienna, Vienna, Austria.; Department of Biomedical Imaging and Image-Guided Therapy, Medical University of Vienna, Vienna, Austria; Christian Doppler Laboratory for Machine Learning Driven Precision Imaging, Medical University of Vienna, Vienna, Austria.; Department of Biomedical Imaging and Image-Guided Therapy, Medical University of Vienna, Vienna, Austria; Christian Doppler Laboratory for Machine Learning Driven Precision Imaging, Medical University of Vienna, Vienna, Austria.; Department of Biomedical Imaging and Image-Guided Therapy, Medical University of Vienna, Vienna, Austria; Christian Doppler Laboratory for Machine Learning Driven Precision Imaging, Medical University of Vienna, Vienna, Austria.; Department of Biomedical Imaging and Image-Guided Therapy, Medical University of Vienna, Vienna, Austria; Christian Doppler Laboratory for Machine Learning Driven Precision Imaging, Medical University of Vienna, Vienna, Austria.; Department of Thoracic Surgery, Klinik Floridsdorf, Vienna Healthcare Group, Vienna, Austria.; Department of Thoracic Surgery, Klinik Floridsdorf, Vienna Healthcare Group, Vienna, Austria.; Department of Biomedical Imaging and Image-Guided Therapy, Medical University of Vienna, Vienna, Austria; Christian Doppler Laboratory for Machine Learning Driven Precision Imaging, Medical University of Vienna, Vienna, Austria.; Department of Biomedical Imaging and Image-Guided Therapy, Medical University of Vienna, Vienna, Austria; Christian Doppler Laboratory for Machine Learning Driven Precision Imaging, Medical University of Vienna, Vienna, Austria. Electronic address: lucian.beer@meduniwien.ac.at.",lucian.beer@meduniwien.ac.at.
36801605,"Atezolizumab with or without bevacizumab and platinum-pemetrexed in patients with stage IIIB/IV non-squamous non-small cell lung cancer with EGFR mutation, ALK rearrangement or ROS1 fusion progressing after targeted therapies: A multicentre phase II open-label non-randomised study GFPC 06-2018.",2023,"Guisier, Florian; Chouaid, Christos; Subtil, Fabien; Martins-Lavinas, Pedro-Henrique","CHU Rouen, Service de Pneumologie, Oncologie Thoracique et Soins Intensifs Respiratoires, Normandie Univ, UNIROUEN, EA4108 LITIS Lab, QuantIF Team and Inserm CIC-CRB 1404, F-76000 Rouen, France.; CHU Rouen, Service de Pneumologie, Oncologie Thoracique et Soins Intensifs Respiratoires, Normandie Univ, UNIROUEN, EA4108 LITIS Lab, QuantIF Team and Inserm CIC-CRB 1404, F-76000 Rouen, France.; Service de Biostatistique, Hospices Civils de Lyon, Lyon, France; Université de Lyon, Université Lyon 1, CNRS, Laboratoire de Biométrie et Biologie Évolutive UMR 5558, Villeurbanne, France.; Service de Biostatistique, Hospices Civils de Lyon, Lyon, France; Université de Lyon, Université Lyon 1, CNRS, Laboratoire de Biométrie et Biologie Évolutive UMR 5558, Villeurbanne, France.",bylicki.olivier@yahoo.fr.
36789624,Progression patterns and site-specific responses in advanced gastric cancer patients treated with nivolumab.,2023,"Ushijima, Toshikazu","Division of Epigenomics, National Cancer Center Research Institute, Tokyo, Japan.",None
36787696,CD70 is a therapeutic target upregulated in EMT-associated EGFR tyrosine kinase inhibitor resistance.,2023/Feb/13,"Minna, John D","Hamon Center for Therapeutic Oncology Research, Simmons Comprehensive Cancer Center, Department of Pharmacology, The University of Texas Southwestern Medical Center, Dallas, TX, USA; Department of Internal Medicine, The University of Texas Southwestern Medical Center, Dallas, TX, USA.",jheymach@mdanderson.org.
36776847,Do proton pump inhibitors alter the response to immune checkpoint inhibitors in cancer patients? A meta-analysis.,2023,"Lopes, Sébastien; Dory, Anne; Gourieux, Bénédicte; Michel, Bruno","Pharmacy sterilization department, Nouvel Hopital Civil, Strasbourg University Hospital, Strasbourg, France.; Pharmacy sterilization department, Nouvel Hopital Civil, Strasbourg University Hospital, Strasbourg, France.; Pharmacy sterilization department, Nouvel Hopital Civil, Strasbourg University Hospital, Strasbourg, France.; Pharmacy sterilization department, Nouvel Hopital Civil, Strasbourg University Hospital, Strasbourg, France.",None
36765587,Treatment Strategies for Non-Small Cell Lung Cancer with Common ,2023/Jan/19,"Pellini, Bruna; Chiappori, Alberto","Department of Thoracic Oncology, Moffitt Cancer Center and Research Institute, Tampa, FL 33612, USA.; Department of Thoracic Oncology, Moffitt Cancer Center and Research Institute, Tampa, FL 33612, USA.",None
36751989,Real-world study of next-generation sequencing diagnostic biomarker testing for patients with lung cancer in Japan.,2023,"Emir, Birol; Iadeluca, Laura","Pfizer Inc., New York, USA.; Pfizer Inc., New York, USA.",None
36743523,Outcome following nivolumab treatment in patients with advanced non-small cell lung cancer and comorbid interstitial lung disease in a real-world setting.,2023,"Assié, Jean-Baptiste; Grumberg, Valentine","Functional Genomics of Solid Tumors Laboratory, Centre de Recherche des Cordeliers, INSERM, Sorbonne Université, Université de Paris, Paris, France.; Bristol Myers Squibb France, 3 rue Joseph Monier, Rueil-Malmaison 92500, France. Oncostat - U1018, INSERM, Paris-Saclay University, ""Ligue Contre le Cancer"" Labeled Team, Villejuif, France.",None
36736322,Tissue-specific abundance of interferon-gamma drives regulatory T cells to restrain DC1-mediated priming of cytotoxic T cells against lung cancer.,2023/Feb/14,"Edwards, Austin","Biological Imaging Development CoLab, UCSF, San Francisco, CA 94143, USA.",spranger@mit.edu.
36725084,"First-line nivolumab plus ipilimumab for metastatic non-small cell lung cancer, including patients with ECOG performance status 2 and other special populations: CheckMate 817.",2023,"Spigel, David R; Li, Sunney; Chang, Han; Fiore, Joseph; Acevedo, Angelic","Department of Thoracic Medical Oncology, Sarah Cannon Research Institute/Tennessee Oncology, Nashville, Tennessee, USA.; Global Biometrics and Data Sciences, Bristol Myers Squibb, Princeton, New Jersey, USA.; Department of Translational Bioinformatics, Bristol Myers Squibb, Princeton, New Jersey, USA.; Oncology Clinical Development, Bristol Myers Squibb, Princeton, New Jersey, USA.; Oncology Clinical Development, Bristol Myers Squibb, Princeton, New Jersey, USA.",neal.ready@duke.edu.
36720323,Integral mediastinal staging in patients with NON-SMALL cell lung cancer and risk factors for occult N2 disease.,2023,"Reguart, Noemi","Medical Oncology Service, Thoracic Oncology Unit, Hospital Clínic, Barcelona, Spain; Translational Genomics and Targeted Therapeutics in Solid Tumors, Institut d'Investigacions Biomèdiques August Pi i Sunyer (IDIBAPS), Spain.",cagusti@clinic.cat.
36697006,Next-generation sequencing and molecular therapy.,2023,"Sarker, Debashis","Guy's and St Thomas' NHS Foundation Trust, London, UK, reader in experimental oncology, King's College London, UK, and cancer lead, NHSE South East England Genomic Medicine Service and Laboratory Hub.",Cienne.morton@gstt.nhs.uk.
36689692,"Tarlatamab, a First-in-Class DLL3-Targeted Bispecific T-Cell Engager, in Recurrent Small-Cell Lung Cancer: An Open-Label, Phase I Study.",2023/Jun/01,"Johnson, Melissa L; Zhang, Yiran; Pati, Amrita; Minocha, Mukul; Mukherjee, Sujoy; Goldrick, Amanda; Nagorsen, Dirk; Hashemi Sadraei, Nooshin","Sarah Cannon Research Institute, Tennessee Oncology, Nashville, TN.; Amgen, Inc, Thousand Oaks, CA.; Amgen, Inc, Thousand Oaks, CA.; Amgen, Inc, Thousand Oaks, CA.; Amgen, Inc, Thousand Oaks, CA.; Amgen, Inc, Thousand Oaks, CA.; Amgen, Inc, Thousand Oaks, CA.; Amgen, Inc, Thousand Oaks, CA.",None
36688998,Low on-treatment levels of serum soluble CD8 (sCD8) predict better outcomes in advanced non-small cell lung cancer patients treated with atezolizumab.,2023,"Siemiątkowska, Anna; Kosicka-Noworzyń, Katarzyna; Tvrdoň, Jakub; Główka, Franciszek K","Department of Physical Pharmacy and Pharmacokinetics, Poznan University of Medical Sciences, 3 Rokietnicka Street, 60-806, Poznań, Poland. asiemiatkowska@ump.edu.pl.; Department of Physical Pharmacy and Pharmacokinetics, Poznan University of Medical Sciences, 3 Rokietnicka Street, 60-806, Poznań, Poland.; Department of Physical Pharmacy and Pharmacokinetics, Poznan University of Medical Sciences, 3 Rokietnicka Street, 60-806, Poznań, Poland.; Department of Physical Pharmacy and Pharmacokinetics, Poznan University of Medical Sciences, 3 Rokietnicka Street, 60-806, Poznań, Poland.",asiemiatkowska@ump.edu.pl.
